issue,budget,chosen_family,cost,family_stat_score,family_proxy_score,expected_profit_ratio,predicted_gate_roi,gate_confidence,chosen_policy,policy_score,chosen_profile,nested_validation_pass,nested_validation_mode,nested_validation_score,nested_validation_reason,hit_validation_pass,hit_validation_score,winning_issue,value_hit_issue,strong_hit_issue,winning_ticket_count,total_return,total_profit,max_red_hits,blue_hit_tickets,avg_match_score,top_red_source,top_blue_source,red_similarity_peak,blue_similarity_peak,actual_reds,actual_blue
2021077,10,hold,0,0.0,0.0,,-0.671188,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,08 15 17 25 27 30,10
2021077,50,dantuo,48,0.5847,1.0,-0.739273,,,stat>=0.55::dantuo,0.307302,dantuo::5胆2拖+蓝12:state_bluearm_mean_revert|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,1,2,1.0417,heuristic,heuristic,1.0,1.0,08 15 17 25 27 30,10
2021077,100,dantuo,100,1.0,1.0,-0.743338,,,stat>=0.85::dantuo,0.34746,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-100,2,0,1.2,heuristic,heuristic,1.0,1.0,08 15 17 25 27 30,10
2021077,200,hold,0,0.0,0.0,,-0.727347,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,08 15 17 25 27 30,10
2021077,500,hold,0,0.0,0.0,,-0.537552,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,08 15 17 25 27 30,10
2021077,1000,hold,0,0.0,0.0,,-0.624226,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,08 15 17 25 27 30,10
2021078,10,blue_fushi,10,1.0,1.0,-0.734456,,,stat>=0.85::blue_fushi,0.246532,blue_fushi::6+5:shift1|state_bluesrc_heuristic__bluefocus_tight,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-10,1,0,1.0,heuristic,heuristic,1.0,1.0,04 06 15 26 27 31,12
2021078,50,dantuo,48,0.6125,1.0,-0.750353,,,stat>=0.55::dantuo,0.318904,dantuo::5胆2拖+蓝12:form_hot,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,1,2,1.0417,heuristic,heuristic,1.0,1.0,04 06 15 26 27 31,12
2021078,100,dantuo,100,1.0,1.0,-0.75462,,,stat>=0.85::dantuo,0.325287,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-100,2,0,1.2,heuristic,heuristic,1.0,1.0,04 06 15 26 27 31,12
2021078,200,hold,0,0.0,0.0,,-0.555745,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 06 15 26 27 31,12
2021078,500,hold,0,0.0,0.0,,-0.459044,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 06 15 26 27 31,12
2021078,1000,hold,0,0.0,0.0,,-0.638283,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 06 15 26 27 31,12
2021079,10,blue_fushi,10,1.0,1.0,-0.763769,,,stat>=0.85::blue_fushi,0.233632,blue_fushi::6+5:shift1|state_bluesrc_heuristic__bluefocus_tight,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-10,1,0,1.0,heuristic,heuristic,1.0,1.0,01 03 10 24 28 29,13
2021079,50,blue_fushi,32,1.0,0.1693,-0.731857,-0.611126,0.864312,stat>=0.85::blue_fushi,0.44896,blue_fushi::6+16:shift1,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,1,1,1.0312,heuristic,heuristic,1.0,1.0,01 03 10 24 28 29,13
2021079,100,hold,0,0.0,0.0,,-0.666448,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 10 24 28 29,13
2021079,200,hold,0,0.0,0.0,,-0.569149,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 10 24 28 29,13
2021079,500,hold,0,0.0,0.0,,-0.671057,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 10 24 28 29,13
2021079,1000,hold,0,0.0,0.0,,-0.650411,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 10 24 28 29,13
2021080,10,blue_fushi,10,1.0,1.0,-0.749991,,,stat>=0.85::blue_fushi,0.221993,blue_fushi::6+5:shift1|state_bluesrc_heuristic__bluefocus_tight,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-10,0,0,0.0,heuristic,heuristic,1.0,1.0,05 08 22 23 24 29,09
2021080,50,hold,0,0.0,0.0,,-0.600776,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 08 22 23 24 29,09
2021080,100,hold,0,0.0,0.0,,-0.667859,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 08 22 23 24 29,09
2021080,200,hold,0,0.0,0.0,,-0.675758,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 08 22 23 24 29,09
2021080,500,hold,0,0.0,0.0,,-0.628603,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 08 22 23 24 29,09
2021080,1000,hold,0,0.0,0.0,,-0.661078,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 08 22 23 24 29,09
2021081,10,hold,0,0.0,0.0,,-0.684776,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 05 18 22 23,01
2021081,50,blue_fushi,32,1.0,0.1499,-0.735283,-0.613095,0.861983,stat>=0.85::blue_fushi,0.451743,blue_fushi::6+16:shift1,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,1,1,1.0312,heuristic,heuristic,1.0,1.0,01 03 05 18 22 23,01
2021081,100,hold,0,0.0,0.0,,-0.669263,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 05 18 22 23,01
2021081,200,hold,0,0.0,0.0,,-0.681142,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 05 18 22 23,01
2021081,500,hold,0,0.0,0.0,,-0.635409,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 05 18 22 23,01
2021081,1000,hold,0,0.0,0.0,,-0.670595,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 03 05 18 22 23,01
2021082,10,hold,0,0.0,0.0,,-0.743621,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 06 11 13 26 32,05
2021082,50,blue_fushi,32,1.0,0.1752,-0.713272,-0.614035,0.86502,stat>=0.85::blue_fushi,0.454243,blue_fushi::6+16:shift1,True,hit,1.0,passed,True,1.0,1,1,0,1,10,-22,3,1,3.0312,heuristic,heuristic,1.0,1.0,03 06 11 13 26 32,05
2021082,100,dantuo,100,1.0,1.0,-0.752854,,,stat>=0.85::dantuo,0.346233,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-100,3,0,2.6,heuristic,heuristic,1.0,1.0,03 06 11 13 26 32,05
2021082,200,hold,0,0.0,0.0,,-0.650065,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 06 11 13 26 32,05
2021082,500,hold,0,0.0,0.0,,-0.682377,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 06 11 13 26 32,05
2021082,1000,hold,0,0.0,0.0,,-0.60405,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 06 11 13 26 32,05
2021083,10,hold,0,0.0,0.0,,-0.678272,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 09 11 25 28 33,04
2021083,50,dantuo,48,0.6122,1.0,-0.738406,,,stat>=0.55::dantuo,0.329337,dantuo::5胆2拖+蓝12:state_bluearm_mean_revert|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,2,2,2.0417,heuristic,heuristic,1.0,1.0,04 09 11 25 28 33,04
2021083,100,hold,0,0.0,0.0,,-0.667057,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 09 11 25 28 33,04
2021083,200,hold,0,0.0,0.0,,-0.647798,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 09 11 25 28 33,04
2021083,500,dantuo,480,1.0,1.0,-0.703244,,,proxy>=0.85::dantuo,0.34702,dantuo::3胆6拖+蓝12:state_bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,1,1,1,31,450,-30,4,20,2.5417,heuristic,heuristic,1.0,1.0,04 09 11 25 28 33,04
2021083,1000,hold,0,0.0,0.0,,0.334952,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 09 11 25 28 33,04
2021084,10,hold,0,0.0,0.0,,-0.566229,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 07 09 11 21 28,01
2021084,50,blue_fushi,32,1.0,0.2154,-0.711209,-0.615191,0.869851,stat>=0.85::blue_fushi,0.47721,blue_fushi::6+16:core|state_bluesrc_heuristic|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,1,1,1.0312,heuristic,heuristic,1.0,1.0,05 07 09 11 21 28,01
2021084,100,hold,0,0.0,0.0,,-0.626941,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 07 09 11 21 28,01
2021084,200,dantuo,200,1.0,1.0,-0.717359,,,proxy>=0.85::dantuo,0.288909,dantuo::4胆5拖+蓝10:state_bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-200,2,0,1.4,heuristic,heuristic,1.0,1.0,05 07 09 11 21 28,01
2021084,500,dantuo,480,1.0,1.0,-0.694068,,,proxy>=0.85::dantuo,0.403771,dantuo::3胆6拖+蓝12:state_bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,2,20,1.0417,heuristic,heuristic,1.0,1.0,05 07 09 11 21 28,01
2021084,1000,dantuo,980,1.0,1.0,-0.682634,-0.710377,0.998,proxy>=0.70::dantuo,0.208383,dantuo::2胆8拖+蓝7:state_redarm_cold_rebound__bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-980,2,0,1.0,heuristic,heuristic,1.0,1.0,05 07 09 11 21 28,01
2021085,10,hold,0,0.0,0.0,,-0.690094,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 07 11 14 20,02
2021085,50,blue_fushi,32,1.0,0.1566,-0.716252,,,stat>=0.85::blue_fushi,0.477151,blue_fushi::6+16:core|state_bluesrc_heuristic|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,1,1,1.0312,heuristic,heuristic,1.0,1.0,05 06 07 11 14 20,02
2021085,100,hold,0,0.0,0.0,,-0.641107,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 07 11 14 20,02
2021085,200,hold,0,0.0,0.0,,-0.426149,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 07 11 14 20,02
2021085,500,dantuo,480,1.0,1.0,-0.697453,,,proxy>=0.85::dantuo,0.416631,dantuo::3胆6拖+蓝12:state_bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,1,20,0.5417,heuristic,heuristic,1.0,1.0,05 06 07 11 14 20,02
2021085,1000,hold,0,0.0,0.0,,-0.635511,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 07 11 14 20,02
2021086,10,blue_fushi,10,1.0,1.0,-0.721364,,,stat>=0.85::blue_fushi,0.210873,blue_fushi::6+5:shift1|state_bluesrc_heuristic__bluefocus_tight,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-10,1,0,1.0,heuristic,heuristic,1.0,1.0,06 08 10 14 28 29,01
2021086,50,blue_fushi,32,1.0,0.067,-0.726964,,,stat>=0.85::blue_fushi,0.477093,blue_fushi::6+16:core|state_bluesrc_heuristic|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,1,1,1.0312,heuristic,heuristic,1.0,1.0,06 08 10 14 28 29,01
2021086,100,dantuo,100,1.0,1.0,-0.753632,,,stat>=0.85::dantuo,0.385452,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,5,25,-75,1,5,1.05,heuristic,heuristic,1.0,1.0,06 08 10 14 28 29,01
2021086,200,dantuo,200,1.0,1.0,-0.737786,-0.74164,1.0,proxy>=0.85::dantuo,0.272831,dantuo::3胆5拖+蓝10:state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,10,50,-150,1,10,0.65,heuristic,heuristic,1.0,1.0,06 08 10 14 28 29,01
2021086,500,dantuo,480,1.0,1.0,-0.727219,-0.716428,0.996,proxy>=0.85::dantuo,0.427967,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,1,20,0.5417,heuristic,heuristic,1.0,1.0,06 08 10 14 28 29,01
2021086,1000,hold,0,0.0,0.0,,0.254064,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,06 08 10 14 28 29,01
2021087,10,hold,0,0.0,0.0,,-0.718832,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 13 16 19 23 24,04
2021087,50,blue_fushi,32,1.0,0.1673,-0.695905,-0.618469,0.864076,stat>=0.85::blue_fushi,0.477036,blue_fushi::6+16:shift2|state_bluesrc_heuristic,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,2,1,2.0312,heuristic,heuristic,1.0,1.0,02 13 16 19 23 24,04
2021087,100,dantuo,100,1.0,1.0,-0.735402,,,stat>=0.85::dantuo,0.400249,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,1,0,10,100,0,4,0,3.2,heuristic,heuristic,1.0,1.0,02 13 16 19 23 24,04
2021087,200,dantuo,200,1.0,1.0,-0.742388,,,proxy>=0.85::dantuo,0.300595,dantuo::4胆5拖+蓝10:state_bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,1,1,0,30,300,100,4,0,3.2,heuristic,heuristic,1.0,1.0,02 13 16 19 23 24,04
2021087,500,dantuo,480,1.0,1.0,-0.716841,-0.716624,0.996,proxy>=0.85::dantuo,0.438163,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,1,1,120,3480,3000,5,0,3.5,heuristic,heuristic,1.0,1.0,02 13 16 19 23 24,04
2021087,1000,hold,0,0.0,0.0,,-0.639118,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 13 16 19 23 24,04
2021088,10,hold,0,0.0,0.0,,-0.669086,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 12 15 16 19 26,06
2021088,50,blue_fushi,32,1.0,0.183,-0.724581,-0.615716,0.865963,stat>=0.85::blue_fushi,0.477441,blue_fushi::6+16:core|state_bluesrc_heuristic|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-27,2,1,2.0312,heuristic,heuristic,1.0,1.0,04 12 15 16 19 26,06
2021088,100,dantuo,100,1.0,1.0,-0.74098,,,stat>=0.85::dantuo,0.475626,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,1,0,5,30,-70,3,5,2.25,heuristic,heuristic,1.0,1.0,04 12 15 16 19 26,06
2021088,200,dantuo,200,1.0,1.0,-0.738633,,,proxy>=0.85::dantuo,0.370248,dantuo::4胆5拖+蓝10:state_redarm_cold_rebound__bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,1,0,10,70,-130,3,10,2.45,heuristic,heuristic,1.0,1.0,04 12 15 16 19 26,06
2021088,500,dantuo,480,1.0,1.0,-0.735746,,,proxy>=0.85::dantuo,0.542271,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound|form_hot,True,hit,1.0,passed,True,1.0,1,1,0,20,120,-360,3,20,2.0417,heuristic,heuristic,1.0,1.0,04 12 15 16 19 26,06
2021088,1000,hold,0,0.0,0.0,,0.21816,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 12 15 16 19 26,06
2021089,10,hold,0,0.0,0.0,,-0.678785,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 02 07 13 23 24,12
2021089,50,dantuo,48,0.9834,1.0,-0.761204,-0.70121,0.985693,stat>=0.55::dantuo,0.481605,dantuo::5胆2拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,1,2,1.0417,heuristic,heuristic,1.0,1.0,01 02 07 13 23 24,12
2021089,100,dantuo,100,1.0,1.0,-0.758291,-0.726787,1.0,stat>=0.85::dantuo,0.472957,dantuo::5胆5拖+蓝10:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,5,25,-75,1,5,1.05,heuristic,heuristic,1.0,1.0,01 02 07 13 23 24,12
2021089,200,dantuo,200,1.0,1.0,-0.756362,,,proxy>=0.85::dantuo,0.388709,dantuo::4胆5拖+蓝10:state_redarm_cold_rebound__bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,10,50,-150,1,10,0.45,heuristic,heuristic,1.0,1.0,01 02 07 13 23 24,12
2021089,500,dantuo,480,1.0,1.0,-0.747661,,,proxy>=0.85::dantuo,0.560435,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,1,20,0.5417,heuristic,heuristic,1.0,1.0,01 02 07 13 23 24,12
2021089,1000,dantuo,980,1.0,1.0,-0.759984,,,proxy>=0.70::dantuo,0.19849,dantuo::2胆8拖+蓝7:state_redarm_cold_rebound__bluearm_mean_revert|hit_warm,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-980,1,0,0.5,heuristic,heuristic,1.0,1.0,01 02 07 13 23 24,12
2021090,10,hold,0,0.0,0.0,,-0.68763,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 12 14 27 28,08
2021090,50,dantuo,48,0.9976,1.0,-0.728363,-0.70132,0.994484,stat>=0.55::dantuo,0.486739,dantuo::5胆2拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,1,2,0.5417,heuristic,heuristic,1.0,1.0,05 06 12 14 27 28,08
2021090,100,dantuo,100,1.0,1.0,-0.734312,,,stat>=0.85::dantuo,0.480617,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,5,25,-75,1,5,0.45,heuristic,heuristic,1.0,1.0,05 06 12 14 27 28,08
2021090,200,dantuo,200,1.0,1.0,-0.728824,,,proxy>=0.85::dantuo,0.404851,dantuo::4胆5拖+蓝10:state_redarm_cold_rebound__bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,10,50,-150,1,10,0.45,heuristic,heuristic,1.0,1.0,05 06 12 14 27 28,08
2021090,500,dantuo,480,1.0,1.0,-0.719775,,,proxy>=0.85::dantuo,0.557364,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,1,20,0.5417,heuristic,heuristic,1.0,1.0,05 06 12 14 27 28,08
2021090,1000,hold,0,0.0,0.0,,0.158592,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 12 14 27 28,08
2021091,10,blue_fushi,10,1.0,1.0,-0.709789,-0.731603,1.0,stat>=0.85::blue_fushi,0.203299,blue_fushi::6+5:shift2|state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-5,0,1,0.1,heuristic,heuristic,1.0,1.0,04 06 16 24 26 33,16
2021091,50,dantuo,48,1.0,1.0,-0.730199,-0.701476,0.996,stat>=0.65::dantuo,0.491217,dantuo::5胆2拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,0,2,0.0417,heuristic,heuristic,1.0,1.0,04 06 16 24 26 33,16
2021091,100,dantuo,100,1.0,1.0,-0.729397,,,stat>=0.85::dantuo,0.487226,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,5,25,-75,1,5,0.25,heuristic,heuristic,1.0,1.0,04 06 16 24 26 33,16
2021091,200,dantuo,200,1.0,1.0,-0.719969,,,proxy>=0.85::dantuo,0.419368,dantuo::4胆5拖+蓝10:state_redarm_cold_rebound__bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,1,0,0,10,50,-150,1,10,0.45,heuristic,heuristic,1.0,1.0,04 06 16 24 26 33,16
2021091,500,dantuo,480,1.0,1.0,-0.709597,,,proxy>=0.85::dantuo,0.554593,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,1,20,0.5417,heuristic,heuristic,1.0,1.0,04 06 16 24 26 33,16
2021091,1000,hold,0,0.0,0.0,,0.129285,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 06 16 24 26 33,16
2021092,10,hold,0,0.0,0.0,,-0.700567,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 07 08 10 12 31,03
2021092,50,dantuo,48,1.0,1.0,-0.650466,-0.701613,0.996,stat>=0.65::dantuo,0.495195,dantuo::5胆2拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,2,10,-38,0,2,0.0417,heuristic,heuristic,1.0,1.0,02 07 08 10 12 31,03
2021092,100,dantuo,96,1.0,1.0,-0.661354,,,stat>=0.85::dantuo,0.493074,dantuo::5胆4拖+蓝12:state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,4,20,-76,1,4,0.2917,heuristic,heuristic,1.0,1.0,02 07 08 10 12 31,03
2021092,200,dantuo,200,1.0,1.0,-0.681691,-0.735294,1.0,proxy>=0.85::dantuo,0.432423,dantuo::3胆5拖+蓝10:state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,10,50,-150,1,10,0.65,heuristic,heuristic,1.0,1.0,02 07 08 10 12 31,03
2021092,500,dantuo,480,1.0,1.0,-0.651237,,,proxy>=0.85::dantuo,0.552093,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound|form_hot,True,hit,1.0,passed,True,1.0,1,0,0,20,100,-380,1,20,0.5417,heuristic,heuristic,1.0,1.0,02 07 08 10 12 31,03
2021092,1000,hold,0,0.0,0.0,,0.10176,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 07 08 10 12 31,03
2021093,10,hold,0,0.0,0.0,,-0.705488,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 11 15 23 28 33,03
2021093,50,dantuo,48,1.0,1.0,-0.740503,-0.701839,0.996,stat>=0.65::dantuo,0.498763,dantuo::5胆2拖+蓝12:state_redarm_cold_rebound__bluearm_mean_revert,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-48,0,0,0.0,heuristic,heuristic,1.0,1.0,05 11 15 23 28 33,03
2021093,100,dantuo,100,1.0,1.0,-0.741055,,,stat>=0.85::dantuo,0.498329,dantuo::5胆5拖+蓝10:state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-100,1,0,0.2,heuristic,heuristic,1.0,1.0,05 11 15 23 28 33,03
2021093,200,dantuo,200,1.0,1.0,-0.742094,,,proxy>=0.85::dantuo,0.444161,dantuo::4胆5拖+蓝10:state_redarm_cold_rebound__bluearm_mean_revert|hit_hot,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-200,1,0,0.4,heuristic,heuristic,1.0,1.0,05 11 15 23 28 33,03
2021093,500,dantuo,480,1.0,1.0,-0.730083,,,proxy>=0.85::dantuo,0.549837,dantuo::3胆6拖+蓝12:state_redarm_cold_rebound|form_hot,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-480,1,0,0.5,heuristic,heuristic,1.0,1.0,05 11 15 23 28 33,03
2021093,1000,dantuo,980,1.0,1.0,-0.737026,,,proxy>=0.70::dantuo,0.189262,dantuo::2胆8拖+蓝7:state_bluearm_mean_revert|form_confirmed,True,hit,1.0,passed,True,1.0,0,0,0,0,0,-980,1,0,0.5,heuristic,heuristic,1.0,1.0,05 11 15 23 28 33,03
2021094,10,blue_fushi,10,1.0,1.0,-0.671554,-0.73261,1.0,stat>=0.85::blue_fushi,0.24504,blue_fushi::6+5:shift2|state_bluearm_mean_revert,True,hit,1.0,passed,True,1.0,1,0,0,1,5,-5,1,1,1.1,heuristic,heuristic,1.0,1.0,09 11 24 25 28 33,15
